0.054	0.75
-0.054	0.75
-0.162	0.75
-0.162	0.639426
-0.254772	0.697278
-0.27	0.615
-0.27	0.477426
-0.27	0.39
-0.27	0.345
-0.162	0.477426
-0.162	0.39
-0.162	0.315426
0.0	0.315426
-0.054	0.39
-0.018	0.44625
-0.036	0.477426
-0.018	0.508602
0.0	0.477426
0.018	0.508602
0.036	0.477426
0.018	0.44625
0.054	0.39
0.162	0.39
0.162	0.315426
0.254772	0.3378
0.27	0.352704
0.27	0.477426
0.162	0.477426
0.0	0.639426
0.162	0.639426
0.27	0.604704
0.254772	0.697278
0.162	0.75
